blue_adc,blue_sup,red_adc,red_sup,games,blue_winrate
Miss Fortune,Rakan,Ezreal,Alistar,1,0.0
Miss Fortune,Rakan,Jinx,Lulu,1,1.0
Miss Fortune,Rakan,Kai'Sa,Camille,1,1.0
Miss Fortune,Rakan,Kai'Sa,Shen,1,0.0
Miss Fortune,Rakan,Yunara,Lulu,1,1.0
Miss Fortune,Rell,Ashe,Braum,1,0.0
Miss Fortune,Rell,Corki,Nami,1,0.0
Miss Fortune,Rell,Corki,Nautilus,1,0.0
Miss Fortune,Rell,Ezreal,Karma,1,0.0
Miss Fortune,Rell,Ezreal,Rakan,1,1.0
Miss Fortune,Rell,Jhin,Neeko,1,1.0
Miss Fortune,Rell,Kai'Sa,Neeko,1,1.0
Miss Fortune,Rell,Lucian,Milio,1,0.0
Miss Fortune,Rell,Senna,Karma,1,0.0
Miss Fortune,Rell,Senna,Nautilus,1,1.0
Miss Fortune,Rell,Sivir,Neeko,1,0.0
Miss Fortune,Rell,Smolder,Braum,1,1.0
Miss Fortune,Rell,Varus,Alistar,1,0.0
Miss Fortune,Rell,Xayah,Lulu,1,0.0
Miss Fortune,Rell,Xayah,Nautilus,1,0.0
Miss Fortune,Rell,Xayah,Rakan,1,1.0
Miss Fortune,Seraphine,Ashe,Bard,1,1.0
Miss Fortune,Seraphine,Ashe,Braum,1,1.0
Miss Fortune,Seraphine,Ashe,Neeko,1,0.0
Miss Fortune,Seraphine,Ashe,Rakan,1,1.0
Miss Fortune,Seraphine,Ashe,Rell,1,0.0
Miss Fortune,Seraphine,Ashe,Vel'Koz,1,0.0
Miss Fortune,Seraphine,Xayah,Rakan,1,1.0
Miss Fortune,Sett,Yunara,Nautilus,1,0.0
Nilah,Karma,Kai'Sa,Nautilus,1,0.0
Nilah,Renata Glasc,Kai'Sa,Neeko,1,1.0
Olaf,Rell,Ashe,Seraphine,1,0.0
Ornn,Senna,Miss Fortune,Nautilus,1,0.0
Ryze,Lee Sin,Yone,Mordekaiser,1,1.0
Samira,Camille,Ashe,Seraphine,1,1.0
Samira,Maokai,Lucian,Milio,1,1.0
Samira,Nautilus,Ashe,Seraphine,1,0.0
Samira,Pyke,Ezreal,Neeko,1,0.0
Samira,Pyke,Varus,Leona,1,0.0
Samira,Rell,Ashe,Seraphine,1,0.0
Senna,Alistar,Brand,Rell,1,1.0
Senna,Alistar,Jinx,Poppy,1,1.0
Senna,Alistar,Lucian,Milio,1,1.0
Senna,Alistar,Mel,Poppy,1,1.0
Senna,Alistar,Smolder,Nautilus,1,0.0
Senna,Alistar,Varus,Poppy,1,1.0
Senna,Bard,Yunara,Nautilus,1,1.0
Senna,Blitzcrank,Aphelios,Thresh,1,1.0
Senna,Braum,Ashe,Nautilus,1,1.0
Senna,Karma,Caitlyn,Pyke,1,0.0
Senna,Leona,Ashe,Seraphine,1,0.0
Senna,Leona,Ezreal,Bard,1,1.0
Senna,Leona,Mel,Nautilus,1,1.0
Senna,Leona,Vel'Koz,Alistar,1,0.0
Senna,Leona,Yunara,Nautilus,1,1.0
Senna,Nautilus,Ashe,Braum,1,0.0
Senna,Nautilus,Caitlyn,Alistar,1,1.0
Senna,Nautilus,Caitlyn,Rell,1,1.0
Senna,Nautilus,Corki,Nami,1,0.0
Senna,Nautilus,Corki,Rell,1,1.0
Senna,Nautilus,Ezreal,Alistar,1,0.0
Senna,Nautilus,Ezreal,Bard,1,0.0
Senna,Nautilus,Ezreal,Rakan,1,0.0
Senna,Nautilus,Ezreal,Seraphine,1,0.0
Senna,Nautilus,Jinx,Braum,1,1.0
Senna,Nautilus,Kalista,Rakan,1,0.0
Senna,Nautilus,Kalista,Renata Glasc,1,1.0
Senna,Nautilus,Seraphine,Alistar,1,0.0
Senna,Nautilus,Sivir,Lulu,1,0.0
Senna,Nautilus,Sivir,Rakan,1,1.0
Senna,Nautilus,Tristana,Rell,1,0.0
Senna,Nautilus,Varus,Alistar,1,1.0
Senna,Nautilus,Xayah,Rell,1,0.0
Senna,Nautilus,Ziggs,Rell,1,1.0
Senna,Neeko,Varus,Bard,1,1.0
Senna,Rell,Aphelios,Nautilus,1,1.0
Senna,Rell,Ashe,Braum,1,0.0
Senna,Rell,Ezreal,Nami,1,0.0
Senna,Rell,Miss Fortune,Nautilus,1,1.0
Senna,Rell,Tristana,Nautilus,1,0.0
Senna,Rell,Yunara,Nautilus,1,0.0
Senna,Seraphine,Ashe,Blitzcrank,1,0.0
Senna,Seraphine,Caitlyn,Bard,1,0.0
Senna,Shen,Corki,Karma,1,1.0
Senna,Shen,Sivir,Karma,1,1.0
Senna,Tahm Kench,Jhin,Karma,1,0.0
Senna,Tahm Kench,Varus,Alistar,1,0.0
Senna,Tahm Kench,Zeri,Nautilus,1,1.0
Senna,Tahm Kench,Ziggs,Camille,1,1.0
Seraphine,Alistar,Lucian,Nautilus,1,1.0
Seraphine,Alistar,Yasuo,Senna,1,1.0
Seraphine,Braum,Zeri,Alistar,1,0.0
Seraphine,Karma,Ashe,Neeko,1,0.0
Seraphine,Leona,Ezreal,Yuumi,1,1.0
Seraphine,Leona,Varus,Neeko,1,1.0
Seraphine,Nautilus,Ezreal,Karma,1,0.0
Seraphine,Nautilus,Mel,Pyke,1,1.0
Seraphine,Nautilus,Yunara,Sona,1,0.0
Seraphine,Pyke,Ashe,Karma,1,1.0
Seraphine,Rell,Caitlyn,Bard,1,1.0
Seraphine,Rell,Ezreal,Neeko,1,0.0
Seraphine,Senna,Ezreal,Karma,1,1.0
Seraphine,Shen,Ziggs,Camille,1,1.0
Sion,Senna,Corki,Nautilus,1,0.0
Sivir,Alistar,Aphelios,Nautilus,1,0.0
Sivir,Alistar,Aphelios,Rakan,1,0.0
Sivir,Alistar,Ashe,Lulu,1,0.0
Sivir,Alistar,Corki,Anivia,1,1.0
Sivir,Alistar,Corki,Bard,1,1.0
Sivir,Alistar,Corki,Nautilus,1,1.0
Sivir,Alistar,Corki,Rell,1,0.0
Sivir,Alistar,Ezreal,Braum,1,1.0
Sivir,Alistar,Ezreal,Karma,1,0.0
Sivir,Alistar,Ezreal,Nami,1,1.0
Sivir,Alistar,Ezreal,Neeko,1,0.0
Sivir,Alistar,Ezreal,Rakan,1,0.0
Sivir,Alistar,Lux,Karma,1,0.0
Sivir,Alistar,Miss Fortune,Rell,1,0.0
Sivir,Alistar,Senna,Rell,1,1.0
Sivir,Alistar,Varus,Braum,1,0.0
Sivir,Alistar,Varus,Nautilus,1,0.0
Sivir,Alistar,Varus,Neeko,1,1.0
Sivir,Alistar,Varus,Poppy,1,1.0
Sivir,Alistar,Varus,Rell,1,1.0
Sivir,Alistar,Vayne,Nautilus,1,0.0
Sivir,Alistar,Xayah,Braum,1,0.0
Sivir,Alistar,Xayah,Fiddlesticks,1,1.0
Sivir,Alistar,Yunara,Bard,1,0.0
Sivir,Alistar,Yunara,Rell,1,0.0
Sivir,Anivia,Ezreal,Neeko,1,0.0
Sivir,Anivia,Kai'Sa,Nautilus,1,1.0
Sivir,Anivia,Varus,Nautilus,1,1.0
Sivir,Bard,Aphelios,Rell,1,1.0
Sivir,Bard,Corki,Alistar,1,0.0
Sivir,Bard,Corki,Karma,1,0.0
Sivir,Bard,Corki,Leona,1,1.0
Sivir,Bard,Corki,Nautilus,1,0.0
Sivir,Bard,Corki,Rakan,1,1.0
Sivir,Bard,Ezreal,Anivia,1,0.0
Sivir,Bard,Ezreal,Karma,1,0.0
Sivir,Bard,Ezreal,Nami,1,1.0
Sivir,Bard,Ezreal,Rell,1,1.0
Sivir,Bard,Jhin,Elise,1,1.0
Sivir,Bard,Kai'Sa,Neeko,1,0.0
Sivir,Bard,Kai'Sa,Rakan,1,1.0
Sivir,Bard,Kai'Sa,Rell,1,0.0
Sivir,Bard,Kalista,Renata Glasc,1,1.0
Sivir,Bard,Lucian,Nami,1,0.0
Sivir,Bard,Mel,Rell,1,0.0
Sivir,Bard,Miss Fortune,Rakan,1,1.0
Sivir,Bard,Varus,Leona,1,1.0
Sivir,Bard,Varus,Neeko,1,0.0
Sivir,Bard,Varus,Rell,1,1.0
Sivir,Bard,Xayah,Karma,1,1.0
Sivir,Bard,Xayah,Nautilus,1,1.0
Sivir,Bard,Yunara,Nautilus,1,1.0
Sivir,Bard,Zeri,Rell,1,1.0
Sivir,Braum,Aphelios,Karma,1,1.0
Sivir,Braum,Caitlyn,Nautilus,1,1.0
Sivir,Braum,Corki,Rell,1,0.0
Sivir,Braum,Draven,Alistar,1,0.0
Sivir,Braum,Varus,Lulu,1,0.0
Sivir,Braum,Varus,Thresh,1,0.0
Sivir,Galio,Jinx,Thresh,1,0.0
Sivir,Galio,Varus,Nautilus,1,0.0
Sivir,Karma,Ashe,Seraphine,1,0.0
Sivir,Karma,Caitlyn,Alistar,1,0.0
Sivir,Karma,Caitlyn,Nautilus,1,0.0
Sivir,Karma,Caitlyn,Neeko,1,0.0
Sivir,Karma,Corki,Bard,1,1.0
Sivir,Karma,Corki,Nautilus,1,1.0
Sivir,Karma,Ezreal,Pyke,1,1.0
Sivir,Karma,Ezreal,Rell,1,0.0
Sivir,Karma,Ezreal,Seraphine,1,0.0
Sivir,Karma,Jhin,Pyke,1,1.0
Sivir,Karma,Kalista,Renata Glasc,1,1.0
Sivir,Karma,Miss Fortune,Bard,1,1.0
Sivir,Karma,Miss Fortune,Neeko,1,1.0
Sivir,Karma,Senna,Nautilus,1,0.0
Sivir,Karma,Seraphine,Alistar,1,0.0
Sivir,Karma,Tristana,Alistar,1,1.0
Sivir,Karma,Varus,Leona,1,1.0
Sivir,Karma,Varus,Nami,1,0.0
Sivir,Karma,Varus,Nautilus,1,0.0
Sivir,Karma,Varus,Neeko,1,0.0
Sivir,Karma,Varus,Renata Glasc,1,1.0
Sivir,Karma,Yunara,Nautilus,1,0.0
Sivir,Karma,Yunara,Rakan,1,0.0
Sivir,Karma,Zeri,Lulu,1,1.0
Sivir,Leona,Aphelios,Neeko,1,0.0
Sivir,Leona,Corki,Alistar,1,0.0
Sivir,Leona,Corki,Neeko,1,1.0
Sivir,Leona,Corki,Rell,1,1.0
Sivir,Leona,Ezreal,Alistar,1,1.0
Sivir,Leona,Ezreal,Bard,1,0.0
Sivir,Leona,Jinx,Yuumi,1,1.0
Sivir,Leona,Kog'Maw,Braum,1,0.0
Sivir,Leona,Senna,Nautilus,1,0.0
Sivir,Leona,Varus,Alistar,1,0.0
Sivir,Leona,Varus,Bard,1,0.0
Sivir,Leona,Varus,Braum,1,1.0
Sivir,Leona,Varus,Karma,1,1.0
Sivir,Leona,Zeri,Rell,1,0.0
Sivir,Lulu,Ashe,Seraphine,1,1.0
Sivir,Lulu,Caitlyn,Bard,1,0.0
Sivir,Lulu,Corki,Bard,1,1.0
Sivir,Lulu,Corki,Karma,1,1.0
Sivir,Lulu,Corki,Nautilus,1,0.0
Sivir,Lulu,Corki,Neeko,1,0.0
Sivir,Lulu,Draven,Alistar,1,1.0
Sivir,Lulu,Ezreal,Bard,1,0.0
Sivir,Lulu,Ezreal,Neeko,1,1.0
Sivir,Lulu,Ezreal,Rakan,1,0.0
Sivir,Lulu,Ezreal,Seraphine,1,1.0
Sivir,Lulu,Jhin,Alistar,1,0.0
Sivir,Lulu,Jinx,Soraka,1,0.0
Sivir,Lulu,Kai'Sa,Pyke,1,1.0
Sivir,Lulu,Kog'Maw,Nami,1,1.0
Sivir,Lulu,Senna,Alistar,1,1.0
Sivir,Lulu,Seraphine,Leona,1,0.0
Sivir,Lulu,Varus,Alistar,1,0.0
Sivir,Lulu,Vayne,Rakan,1,0.0
Sivir,Lulu,Xayah,Rakan,1,0.0
Sivir,Lulu,Yunara,Anivia,1,1.0
Sivir,Lulu,Yunara,Pyke,1,1.0
Sivir,Lulu,Yunara,Rakan,1,0.0
Sivir,Lulu,Zeri,Nautilus,1,0.0
Sivir,Lulu,Zeri,Senna,1,0.0
Sivir,Mel,Ashe,LeBlanc,1,0.0
Sivir,Nami,Ezreal,Alistar,1,0.0
Sivir,Nami,Lucian,Sona,1,1.0
Sivir,Nami,Varus,Karma,1,1.0
Sivir,Nami,Varus,Rakan,1,1.0
Sivir,Nautilus,Aphelios,Poppy,1,1.0
Sivir,Nautilus,Ashe,Rell,1,1.0
Sivir,Nautilus,Corki,Braum,1,1.0
Sivir,Nautilus,Corki,Nami,1,0.0
Sivir,Nautilus,Ezreal,Neeko,1,1.0
Sivir,Nautilus,Miss Fortune,Seraphine,1,0.0
Sivir,Nautilus,Sion,Senna,1,0.0
Sivir,Nautilus,Smolder,Zac,1,0.0
Sivir,Nautilus,Varus,Bard,1,0.0
Sivir,Nautilus,Varus,Braum,1,0.0
Sivir,Nautilus,Varus,Renata Glasc,1,0.0
Sivir,Nautilus,Xayah,Rakan,1,1.0
Sivir,Nautilus,Yunara,Rakan,1,1.0
Sivir,Nautilus,Zeri,Bard,1,0.0
Sivir,Nautilus,Zeri,Rakan,1,0.0
Sivir,Nautilus,Ziggs,Camille,1,0.0
Sivir,Nautilus,Ziggs,Rell,1,0.0
Sivir,Neeko,Aphelios,Nautilus,1,0.0
Sivir,Neeko,Caitlyn,Elise,1,0.0
Sivir,Neeko,Caitlyn,Lux,1,0.0
Sivir,Neeko,Corki,Nautilus,1,1.0
Sivir,Neeko,Corki,Rakan,1,0.0
Sivir,Neeko,Ezreal,Alistar,1,0.0
Sivir,Neeko,Ezreal,Anivia,1,0.0
Sivir,Neeko,Ezreal,Bard,1,0.0
Sivir,Neeko,Jhin,Bard,1,0.0
Sivir,Neeko,Jhin,Rakan,1,1.0
Sivir,Neeko,Kalista,Nautilus,1,0.0
Sivir,Neeko,Mel,Leona,1,1.0
Sivir,Neeko,Senna,Alistar,1,0.0
Sivir,Neeko,Varus,Lulu,1,1.0
Sivir,Neeko,Varus,Lux,1,1.0
Sivir,Neeko,Varus,Nautilus,1,1.0
Sivir,Neeko,Varus,Senna,1,1.0
Sivir,Neeko,Xayah,Alistar,1,0.0
Sivir,Neeko,Xayah,Rakan,1,0.0
Sivir,Neeko,Yunara,Lulu,1,1.0
Sivir,Pantheon,Jinx,Leona,1,1.0
Sivir,Poppy,Caitlyn,Camille,1,0.0
Sivir,Poppy,Corki,Alistar,1,1.0
Sivir,Poppy,Kai'Sa,Alistar,1,1.0
Sivir,Poppy,Varus,Rell,1,1.0
Sivir,Poppy,Xayah,Rakan,1,1.0
Sivir,Pyke,Varus,Rell,1,1.0
Sivir,Rakan,Corki,Leona,1,1.0
Sivir,Rakan,Corki,Rell,1,0.0
Sivir,Rakan,Ezreal,Karma,1,0.0
Sivir,Rakan,Ezreal,Nautilus,1,1.0
Sivir,Rakan,Jhin,Karma,1,1.0
Sivir,Rakan,Lucian,Nami,1,0.0
Sivir,Rakan,Miss Fortune,Karma,1,1.0
Sivir,Rakan,Seraphine,Rell,1,0.0
Sivir,Rakan,Smolder,Alistar,1,0.0
Sivir,Rakan,Varus,Poppy,1,0.0
Sivir,Rakan,Varus,Renata Glasc,1,0.0
Sivir,Rakan,Xayah,Alistar,1,0.0
Sivir,Rakan,Xayah,Nautilus,1,1.0
Sivir,Rakan,Xayah,Rell,1,1.0
Sivir,Rakan,Xayah,Renata Glasc,1,1.0
Sivir,Rakan,Yunara,Braum,1,1.0
Sivir,Rakan,Ziggs,Leona,1,0.0
Sivir,Rell,Ashe,Seraphine,1,1.0
Sivir,Rell,Corki,Alistar,1,0.0
Sivir,Rell,Corki,Braum,1,1.0
Sivir,Rell,Corki,Neeko,1,0.0
Sivir,Rell,Ezreal,Nautilus,1,1.0
Sivir,Rell,Ezreal,Rakan,1,0.0
Sivir,Rell,Heimerdinger,Senna,1,0.0
Sivir,Rell,Jhin,Bard,1,1.0
Sivir,Rell,Kai'Sa,Alistar,1,0.0
Sivir,Rell,Seraphine,Nautilus,1,0.0
Sivir,Rell,Smolder,Bard,1,1.0
Sivir,Rell,Varus,Alistar,1,1.0
Sivir,Rell,Varus,Lulu,1,0.0
Sivir,Rell,Varus,Nautilus,1,1.0
Sivir,Rell,Varus,Neeko,1,1.0
Sivir,Rell,Varus,Poppy,1,0.0
Sivir,Rell,Varus,Rakan,1,0.0
Sivir,Rell,Ziggs,Camille,1,0.0
Sivir,Rell,Ziggs,Nautilus,1,1.0
Sivir,Rell,Ziggs,Pantheon,1,1.0
Sivir,Renata Glasc,Kai'Sa,Alistar,1,0.0
Sivir,Seraphine,Ashe,Nautilus,1,1.0
Sivir,Seraphine,Ezreal,Alistar,1,0.0
Sivir,Shen,Ezreal,Camille,1,0.0
Sivir,Shen,Yunara,Rakan,1,0.0
Sivir,Skarner,Ezreal,Bard,1,0.0
Sivir,Soraka,Varus,Braum,1,0.0
Sivir,Swain,Aphelios,Alistar,1,0.0
Sivir,Thresh,Yunara,Rell,1,0.0
Sivir,Yuumi,Ashe,Seraphine,1,0.0
Sivir,Yuumi,Ezreal,Alistar,1,0.0
Sivir,Yuumi,Ezreal,Neeko,1,0.0
Sivir,Yuumi,Kalista,Karma,1,0.0
Sivir,Yuumi,Xayah,Rakan,1,1.0
Sivir,Zilean,Jinx,Alistar,1,0.0
Sivir,Zilean,Ziggs,Shen,1,0.0
Smolder,Alistar,Aphelios,Rell,1,0.0
Smolder,Alistar,Jinx,Lulu,1,0.0
Smolder,Alistar,Kai'Sa,Bard,1,0.0
Smolder,Alistar,Senna,Poppy,1,0.0
Smolder,Alistar,Xayah,Nautilus,1,1.0
Smolder,Alistar,Yunara,Lulu,1,0.0
Smolder,Alistar,Yunara,Neeko,1,1.0
Smolder,Bard,Aphelios,Milio,1,0.0
Smolder,Bard,Ashe,Rakan,1,1.0
Smolder,Bard,Ezreal,Rakan,1,1.0
Smolder,Bard,Jhin,Rakan,1,0.0
Smolder,Braum,Senna,Nautilus,1,1.0
Smolder,Braum,Varus,Nautilus,1,0.0
Smolder,Braum,Zeri,Karma,1,1.0
Smolder,Karma,Ezreal,Leona,1,1.0
Smolder,Karma,Kai'Sa,Neeko,1,0.0
Smolder,Karma,Kalista,Renata Glasc,1,1.0
Smolder,Karma,Miss Fortune,Blitzcrank,1,0.0
Smolder,Karma,Senna,Rakan,1,1.0
Smolder,Karma,Yunara,Leona,1,0.0
Smolder,Karma,Yunara,Lulu,1,1.0
Smolder,Karma,Yunara,Nami,1,0.0
Smolder,Karma,Yunara,Nautilus,1,0.0
Smolder,Karma,Yunara,Rakan,1,1.0
Smolder,Leona,Yunara,Braum,1,0.0
Smolder,Leona,Yunara,Karma,1,1.0
Smolder,Nami,Corki,Rakan,1,0.0
Smolder,Nami,Ezreal,Rakan,1,0.0
Smolder,Nami,Jhin,Bard,1,0.0
Smolder,Nami,Samira,Sylas,1,0.0
Smolder,Nautilus,Ashe,Seraphine,1,0.0
Smolder,Nautilus,Corki,Karma,1,1.0
Smolder,Nautilus,Corki,Rell,1,0.0
Smolder,Nautilus,Lucian,Milio,1,0.0
Smolder,Nautilus,Sivir,Neeko,1,1.0
Smolder,Nautilus,Tristana,Leona,1,0.0
Smolder,Nautilus,Xayah,Braum,1,1.0
Smolder,Nautilus,Yunara,Lulu,1,0.0
Smolder,Nautilus,Yunara,Rell,1,0.0
Smolder,Neeko,Kai'Sa,Bard,1,0.0
Smolder,Neeko,Yunara,Bard,1,0.0
Smolder,Neeko,Yunara,Nautilus,1,0.0
Smolder,Poppy,Jhin,Leona,1,0.0
Smolder,Rakan,Ezreal,Poppy,1,1.0
Smolder,Rakan,Miss Fortune,Amumu,1,0.0
Smolder,Rakan,Xayah,Karma,1,1.0
Smolder,Rakan,Xayah,Rell,1,0.0
Smolder,Rell,Caitlyn,Braum,1,1.0
Smolder,Rell,Corki,Alistar,1,0.0
Smolder,Rell,Ezreal,Rakan,1,0.0
Smolder,Rell,Kai'Sa,Rakan,1,1.0
Smolder,Rell,Senna,Nautilus,1,1.0
Smolder,Rell,Yunara,Braum,1,1.0
Smolder,Seraphine,Ezreal,Rell,1,1.0
Smolder,Seraphine,Ezreal,Shen,1,0.0
Smolder,Shen,Corki,Nami,1,1.0
Smolder,Soraka,Sivir,Alistar,1,1.0
Smolder,Soraka,Xayah,Nautilus,1,1.0
Smolder,Tahm Kench,Ezreal,Rell,1,1.0
Smolder,Tahm Kench,Jinx,Thresh,1,0.0
Smolder,Taric,Ezreal,Neeko,1,0.0
Smolder,Thresh,Varus,Lux,1,1.0
Swain,Karma,Varus,Rakan,1,1.0
Sylas,Nocturne,Orianna,Tryndamere,1,1.0
Syndra,Alistar,Senna,Nautilus,1,1.0
Syndra,Blitzcrank,Seraphine,Rakan,1,1.0
Syndra,Camille,Cassiopeia,Rell,1,1.0
Syndra,Camille,Ezreal,Rell,1,1.0
Syndra,Camille,Sivir,Shen,1,1.0
Syndra,Camille,Viktor,Leona,1,0.0
Syndra,Leona,Ziggs,Camille,1,0.0
Syndra,Nautilus,Lucian,Braum,1,1.0
Syndra,Pyke,Seraphine,Alistar,1,0.0
Syndra,Rell,Lucian,Nautilus,1,1.0
Syndra,Rell,Ziggs,Camille,1,0.0
Syndra,Shen,Xerath,Rell,1,0.0
Syndra,Shen,Ziggs,Camille,1,0.0
Taliyah,Camille,Mel,Rell,1,1.0
Taliyah,Camille,Varus,Bard,1,0.0
Taliyah,Poppy,Jhin,Shen,1,1.0
Taliyah,Rell,Kalista,Sylas,1,1.0
Taliyah,Shen,Ezreal,Bard,1,1.0
Tristana,Alistar,Jhin,Neeko,1,0.0
Tristana,Alistar,Kai'Sa,Rell,1,1.0
Tristana,Alistar,Sivir,Janna,1,0.0
Tristana,Alistar,Xayah,Leona,1,0.0
Tristana,Alistar,Yunara,Braum,1,0.0
Tristana,Bard,Ziggs,Pyke,1,1.0
Tristana,Blitzcrank,Lucian,Milio,1,0.0
Tristana,Braum,Kai'Sa,Blitzcrank,1,0.0
Tristana,Camille,Ziggs,Rell,1,0.0
Tristana,Elise,Caitlyn,Karma,1,1.0
Tristana,Gragas,Jinx,Alistar,1,0.0
Tristana,Karma,Ashe,Neeko,1,1.0
Tristana,Karma,Ezreal,Nami,1,1.0
Tristana,Leona,Jinx,Braum,1,0.0
Tristana,Lulu,Aphelios,Tahm Kench,1,0.0
Tristana,Lulu,Ezreal,Leona,1,0.0
Tristana,Lulu,Ezreal,Thresh,1,1.0
Tristana,Lulu,Jinx,Karma,1,1.0
Tristana,Lulu,Jinx,Seraphine,1,0.0
Tristana,Lulu,Kai'Sa,Rell,1,1.0
Tristana,Lulu,Yunara,Karma,1,1.0
Tristana,Lulu,Yunara,Nautilus,1,1.0
Tristana,Lulu,Yunara,Neeko,1,0.0
Tristana,Lulu,Yunara,Rell,1,1.0
Tristana,Lulu,Ziggs,Nautilus,1,1.0
Tristana,Nautilus,Ashe,Seraphine,1,0.0
Tristana,Nautilus,Caitlyn,Alistar,1,0.0
Tristana,Nautilus,Ezreal,Alistar,1,1.0
Tristana,Nautilus,Ezreal,Braum,1,0.0
Tristana,Nautilus,Kai'Sa,Rell,1,0.0
Tristana,Nautilus,Varus,Alistar,1,0.0
Tristana,Nautilus,Xayah,Rakan,1,0.0
Tristana,Nautilus,Yunara,Alistar,1,1.0
Tristana,Nautilus,Yunara,Rell,1,0.0
Tristana,Nautilus,Ziggs,Braum,1,1.0
Tristana,Neeko,Corki,Bard,1,0.0
Tristana,Pyke,Ashe,Seraphine,1,0.0
Tristana,Rakan,Ezreal,Bard,1,0.0
Tristana,Rakan,Ezreal,Nautilus,1,0.0
Tristana,Rakan,Lucian,Braum,1,1.0
Tristana,Rakan,Samira,Neeko,1,0.0
Tristana,Rakan,Yunara,Poppy,1,1.0
Tristana,Rell,Corki,Alistar,1,1.0
Tristana,Rell,Kai'Sa,Alistar,1,1.0
Tristana,Rell,Yunara,Lulu,1,0.0
Tristana,Rell,Ziggs,Camille,1,1.0
Tristana,Seraphine,Ashe,Lulu,1,0.0
Tristana,Thresh,Caitlyn,Bard,1,0.0
Tristana,Thresh,Jhin,Braum,1,1.0
Tristana,Yuumi,Zeri,Rell,1,0.0
Twitch,Lulu,Kai'Sa,Leona,1,0.0
Twitch,Lulu,Sivir,Neeko,1,0.0
Twitch,Lulu,Sivir,Rell,1,1.0
Twitch,Nautilus,Karma,Pyke,1,1.0
Twitch,Neeko,Jinx,Nautilus,1,1.0
Varus,Alistar,Aphelios,Braum,1,0.0
Varus,Alistar,Caitlyn,Bard,1,0.0
Varus,Alistar,Corki,Bard,1,0.0
Varus,Alistar,Corki,Neeko,1,1.0
Varus,Alistar,Corki,Taric,1,1.0
Varus,Alistar,Ezreal,Karma,1,0.0
Varus,Alistar,Ezreal,Nautilus,1,1.0
Varus,Alistar,Ezreal,Neeko,1,0.0
Varus,Alistar,Ezreal,Poppy,1,1.0
Varus,Alistar,Jhin,Poppy,1,1.0
Varus,Alistar,Jhin,Rakan,1,1.0
Varus,Alistar,Jhin,Rell,1,1.0
Varus,Alistar,Jhin,Zilean,1,1.0
Varus,Alistar,Kai'Sa,Bard,1,0.0
Varus,Alistar,Kai'Sa,Neeko,1,0.0
Varus,Alistar,Kai'Sa,Rakan,1,0.0
Varus,Alistar,Kai'Sa,Rell,1,0.0
Varus,Alistar,Kalista,Rakan,1,1.0
Varus,Alistar,Lucian,Milio,1,0.0
Varus,Alistar,Lucian,Nami,1,0.0
Varus,Alistar,Lucian,Nautilus,1,1.0
Varus,Alistar,Mel,Rakan,1,1.0
Varus,Alistar,Miss Fortune,Braum,1,1.0
Varus,Alistar,Sivir,Karma,1,0.0
Varus,Alistar,Sivir,Lulu,1,0.0
Varus,Alistar,Sivir,Neeko,1,1.0
Varus,Alistar,Sivir,Seraphine,1,0.0
Varus,Alistar,Sivir,Zilean,1,1.0
Varus,Alistar,Vayne,Neeko,1,0.0
Varus,Alistar,Xayah,Rakan,1,1.0
Varus,Alistar,Yasuo,Gragas,1,1.0
Varus,Alistar,Yunara,Karma,1,1.0
Varus,Alistar,Yunara,Nautilus,1,1.0
Varus,Alistar,Yunara,Neeko,1,1.0
Varus,Alistar,Yunara,Rakan,1,1.0
Varus,Alistar,Zeri,Yuumi,1,1.0
Varus,Alistar,Ziggs,Neeko,1,1.0
Varus,Alistar,Ziggs,Rakan,1,0.0
Varus,Amumu,Yunara,Rell,1,0.0
Varus,Anivia,Caitlyn,Karma,1,1.0
Varus,Anivia,Corki,Bard,1,1.0
Varus,Anivia,Ezreal,Braum,1,1.0
Varus,Anivia,Ezreal,Karma,1,1.0
Varus,Anivia,Ezreal,Neeko,1,0.0
Varus,Anivia,Sivir,Alistar,1,1.0
Varus,Anivia,Sivir,Bard,1,0.0
Varus,Anivia,Tristana,Rell,1,1.0
Varus,Ashe,Ezreal,Seraphine,1,1.0
Varus,Bard,Ashe,Taric,1,0.0
Varus,Bard,Caitlyn,Nami,1,0.0
Varus,Bard,Caitlyn,Neeko,1,1.0
Varus,Bard,Corki,Nami,1,1.0
Varus,Bard,Ezreal,Karma,1,0.0
Varus,Bard,Ezreal,Rakan,1,1.0
Varus,Bard,Jhin,Neeko,1,0.0
Varus,Bard,Kai'Sa,Neeko,1,1.0
Varus,Bard,Lucian,Milio,1,0.0
Varus,Bard,Sivir,Alistar,1,1.0
Varus,Bard,Sivir,Karma,1,1.0
Varus,Bard,Sivir,Leona,1,1.0
Varus,Bard,Sivir,Nautilus,1,1.0
Varus,Bard,Sivir,Neeko,1,0.0
Varus,Bard,Yunara,Nami,1,1.0
Varus,Bard,Yunara,Neeko,1,0.0
Varus,Bard,Ziggs,Nautilus,1,1.0
Varus,Blitzcrank,Miss Fortune,Bard,1,0.0
Varus,Braum,Caitlyn,Alistar,1,0.0
Varus,Braum,Ezreal,Leona,1,0.0
Varus,Braum,Jhin,Alistar,1,0.0
Varus,Braum,Jhin,Nautilus,1,0.0
Varus,Braum,Kai'Sa,Nautilus,1,1.0
